product_category_name,order_purchase_timestamp,order_quantity
eletrodomesticos,2018-08-07,6
eletrodomesticos,2018-08-08,6
eletrodomesticos,2018-08-09,2
eletrodomesticos,2018-08-10,4
eletrodomesticos,2018-08-11,1
eletrodomesticos,2018-08-13,4
eletrodomesticos,2018-08-14,5
eletrodomesticos,2018-08-15,5
eletrodomesticos,2018-08-16,2
eletrodomesticos,2018-08-17,3
eletrodomesticos,2018-08-18,3
eletrodomesticos,2018-08-19,5
eletrodomesticos,2018-08-21,3
eletrodomesticos,2018-08-22,1
eletrodomesticos,2018-08-23,1
eletrodomesticos,2018-08-24,3
eletrodomesticos,2018-08-25,1
eletroportateis,2017-01-11,1
eletroportateis,2017-01-12,1
eletroportateis,2017-01-17,1
eletroportateis,2017-01-25,1
eletroportateis,2017-01-30,1
eletroportateis,2017-01-31,1
